LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,avg_bill_amt,utilization_ratio,avg_pay_amt,payment_ratio,delay_trend,months_late,max_delay
160000.0,1,4,1,28,0,0,0,0,0,0,154412.0,157364.0,157834.0,159877.0,155545.0,147330.0,7028.0,5823.0,4764.0,4251.0,4348.0,5000.0,155393.66666666666,0.9712104166666666,5202.333333333333,0.033478412891130266,0,0,0
30000.0,1,2,2,23,0,0,2,2,0,0,14404.0,32852.0,17113.0,4818.0,4818.0,0.0,3196.0,2000.0,0.0,0.0,0.0,0.0,12334.166666666666,0.4111388888888889,866.0,0.07021147219782448,0,2,2
50000.0,1,2,1,28,0,0,2,0,0,0,96393.0,100459.0,96051.0,18051.0,18767.0,19462.0,5800.0,300.0,18000.0,1000.0,1000.0,1000.0,58197.166666666664,1.1639433333333333,4516.666666666667,0.0776097347236263,0,1,2
50000.0,2,3,1,49,0,0,-2,-2,-2,-2,36325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6054.166666666667,0.12108333333333333,0.0,0.0,2,0,0
20000.0,1,2,2,22,2,2,2,2,0,0,20433.0,19302.0,19276.0,19451.0,19641.0,20188.0,0.0,2100.0,1000.0,1000.0,1000.0,1000.0,19715.166666666668,0.9857583333333334,1016.6666666666666,0.05156774395347067,2,4,2
450000.0,2,3,1,56,1,-1,-1,-1,-1,-1,-4.0,831.0,-3.0,646.0,-2.0,418.0,835.0,0.0,649.0,0.0,420.0,1204.0,314.3333333333333,0.0006985185185185185,518.0,1.647932131495228,2,1,1
280000.0,2,1,2,33,2,0,0,0,0,0,3192.0,4962.0,7860.0,10708.0,13516.0,16279.0,2000.0,3000.0,3000.0,3000.0,3000.0,3000.0,9419.5,0.03364107142857143,2833.3333333333335,0.30079445122706444,2,1,2
80000.0,2,1,2,27,-1,-1,-1,0,-1,-1,3199.0,1205.0,917.0,917.0,702.0,3099.0,1325.0,917.0,0.0,702.0,3099.0,0.0,1673.1666666666667,0.020914583333333334,1007.1666666666666,0.6019523856957864,0,0,0
80000.0,2,2,2,26,-1,2,2,-2,-2,-2,780.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.00325,0.0,0.0,1,2,2
490000.0,1,1,1,43,-1,-1,-1,-1,-1,-1,25916.0,14187.0,56573.0,81414.0,62063.0,14122.0,14187.0,56717.0,81414.0,62063.0,14122.0,25417.0,42379.166666666664,0.08648809523809524,42320.0,0.9986038737587258,0,0,-1
230000.0,2,2,1,30,2,0,-1,-1,-1,-1,9636.0,10152.0,1817.0,-828.0,6153.0,12663.0,1222.0,1837.0,0.0,7863.0,12675.0,2959.0,6598.833333333333,0.028690579710144926,4426.0,0.6707246230394261,3,1,2
60000.0,2,2,1,31,0,0,0,3,2,2,47000.0,49236.0,57752.0,56243.0,55213.0,58700.0,3000.0,10000.0,0.0,0.0,4400.0,2200.0,54024.0,0.9004,3266.6666666666665,0.06046695295917864,-2,3,3
80000.0,1,2,2,23,0,-1,2,-1,-1,-2,25992.0,904.0,68.0,232.0,-604.0,-440.0,1000.0,0.0,1000.0,0.0,1000.0,0.0,4358.666666666667,0.054483333333333335,500.0,0.11471397981033954,2,1,2
260000.0,2,1,1,37,1,2,2,2,0,0,58261.0,59706.0,60969.0,59400.0,60315.0,63230.0,3000.0,2800.0,0.0,2500.0,4000.0,4000.0,60313.5,0.231975,2716.6666666666665,0.04504243107540876,1,4,2
330000.0,1,3,1,49,0,0,0,0,0,0,217148.0,218414.0,216225.0,181352.0,181172.0,179835.0,7849.0,7919.0,6198.0,6525.0,6523.0,6122.0,199024.33333333334,0.6031040404040404,6856.0,0.0344480490660271,0,0,0
70000.0,2,1,2,27,0,0,2,0,0,0,72227.0,68097.0,65636.0,66114.0,66142.0,68380.0,6000.0,0.0,3000.0,2500.0,4100.0,4100.0,67766.0,0.9680857142857143,3283.3333333333335,0.04845104231227066,0,1,2
170000.0,2,2,1,45,0,0,0,0,0,0,169625.0,169944.0,169829.0,162988.0,125969.0,127643.0,6081.0,6336.0,5205.0,4452.0,4592.0,4677.0,154333.0,0.9078411764705883,5223.833333333333,0.03384780528683647,0,0,0
110000.0,1,2,1,34,0,0,0,0,0,0,102638.0,101681.0,100316.0,100512.0,102215.0,103909.0,4600.0,4000.0,4000.0,3800.0,4000.0,4000.0,101878.5,0.9261681818181818,4066.6666666666665,0.03991682903327656,0,0,0
50000.0,2,3,1,47,2,0,0,0,0,0,46666.0,47606.0,48350.0,48786.0,49277.0,50151.0,2100.0,2200.0,2000.0,2000.0,1755.0,1804.0,48472.666666666664,0.9694533333333333,1976.5,0.0407755573587864,2,1,2
360000.0,2,2,1,35,2,2,2,2,0,0,360996.0,370722.0,380523.0,372735.0,290210.0,290551.0,16500.0,16500.0,6.0,10306.0,10876.0,10323.0,344289.5,0.9563597222222222,10751.833333333334,0.03122904803467237,2,4,2
200000.0,1,1,2,30,-2,-1,0,0,0,2,-1883.0,9208.0,103360.0,77818.0,26276.0,3235.0,15143.0,100057.0,292.0,10019.0,16.0,810.0,36335.666666666664,0.18167833333333333,21056.166666666668,0.5794903079618741,-4,1,2
180000.0,2,2,1,46,1,2,0,0,0,0,35916.0,30711.0,27555.0,26574.0,23123.0,30680.0,1711.0,1300.0,7504.0,1123.0,13000.0,0.0,29093.166666666668,0.16162870370370372,4106.333333333333,0.14114425495104804,1,2,2
180000.0,2,3,1,35,0,0,0,0,0,2,175200.0,175285.0,60790.0,50479.0,28739.0,18037.0,7002.0,1807.0,2000.0,4000.0,0.0,33000.0,84755.0,0.4708611111111111,7968.166666666667,0.09401411912768175,-2,1,2
70000.0,2,2,2,22,0,0,0,0,0,0,57889.0,33868.0,33390.0,26457.0,27165.0,27562.0,1592.0,1497.0,947.0,1134.0,1000.0,1021.0,34388.5,0.4912642857142857,1198.5,0.03485176730593076,0,0,0
300000.0,2,2,1,49,-1,-1,-1,0,0,0,300.0,97.0,6497.0,5897.0,6005.0,0.0,97.0,6500.0,0.0,408.0,0.0,30000.0,3132.6666666666665,0.010442222222222223,6167.5,1.9687699510534158,-1,0,0
180000.0,2,3,2,29,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-2
140000.0,2,3,2,31,0,0,0,0,0,0,92636.0,94641.0,96667.0,98883.0,79972.0,81642.0,3500.0,3600.0,3900.0,3000.0,3000.0,3200.0,90740.16666666667,0.6481440476190476,3366.6666666666665,0.03710227554500855,0,0,0
120000.0,2,3,1,51,0,0,0,2,2,2,26496.0,28586.0,33828.0,34236.0,34734.0,35292.0,2800.0,6000.0,1200.0,1300.0,1200.0,0.0,32195.333333333332,0.26829444444444445,2083.3333333333335,0.06470917110140187,-2,3,2
30000.0,2,2,1,30,0,0,0,-2,-2,-2,14451.0,15525.0,0.0,0.0,0.0,0.0,1525.0,0.0,0.0,0.0,0.0,0.0,4996.0,0.16653333333333334,254.16666666666666,0.05087403255938083,2,0,0
180000.0,1,2,2,27,0,0,0,0,0,0,147310.0,152047.0,143809.0,112323.0,112208.0,113887.0,7503.0,30018.0,4011.0,3802.0,4106.0,4006.0,130264.0,0.7236888888888889,8907.666666666666,0.06838164547892485,0,0,0
20000.0,1,1,2,25,0,0,0,0,0,0,15848.0,16883.0,17839.0,18040.0,18414.0,16213.0,1595.0,1551.0,752.0,773.0,772.0,354.0,17206.166666666668,0.8603083333333333,966.1666666666666,0.056152348479711726,0,0,0
240000.0,2,1,2,33,0,0,0,0,0,0,99938.0,92104.0,85194.0,83021.0,78556.0,78495.0,3500.0,4200.0,3600.0,3000.0,3000.0,3000.0,86218.0,0.3592416666666667,3383.3333333333335,0.03924161234699638,0,0,0
50000.0,2,2,3,37,-1,-1,-1,-1,-1,0,1149.0,1420.0,1253.0,190.0,13390.0,9902.0,1424.0,1256.0,190.0,13400.0,30.0,16447.0,4550.666666666667,0.09101333333333333,5457.833333333333,1.199348080867272,-1,0,0
400000.0,2,2,1,34,-1,-1,0,-1,-1,0,14986.0,25772.0,12621.0,13983.0,3378.0,3770.0,25772.0,1500.0,13983.0,3378.0,2000.0,9353.0,12418.333333333334,0.031045833333333335,9331.0,0.7513890752919071,-1,0,0
50000.0,1,2,1,32,0,0,0,0,0,0,50669.0,48942.0,27836.0,40346.0,38668.0,20016.0,1613.0,1484.0,3675.0,698.0,1000.0,706.0,37746.166666666664,0.7549233333333333,1529.3333333333333,0.04051625551380494,0,0,0
240000.0,2,1,2,32,-1,-1,-1,-1,-1,-1,5695.0,9420.0,16278.0,8998.0,10242.0,19098.0,9420.0,16290.0,8998.0,10421.0,19098.0,6697.0,11621.833333333334,0.04842430555555556,11820.666666666666,1.0171086030603318,0,0,-1
100000.0,2,2,2,36,0,0,0,0,0,0,101513.0,98736.0,99072.0,91809.0,77499.0,76997.0,3600.0,5006.0,2910.0,2755.0,5000.0,5000.0,90937.66666666667,0.9093766666666667,4045.1666666666665,0.04448285089053674,0,0,0
110000.0,1,1,2,29,2,0,0,0,2,0,77831.0,79365.0,81485.0,86309.0,84028.0,86114.0,3430.0,4000.0,7100.0,0.0,3600.0,3142.0,82522.0,0.7502,3545.3333333333335,0.04296228076553323,2,2,2
230000.0,2,1,2,27,-1,-1,-1,-1,-1,-2,17077.0,22420.0,57255.0,34289.0,0.0,0.0,22437.0,57326.0,34311.0,0.0,0.0,0.0,21840.166666666668,0.0949572463768116,19012.333333333332,0.8705214398547019,1,0,-1
120000.0,1,1,2,24,2,-1,0,0,-2,-1,1330.0,2103.0,2473.0,1162.0,0.0,3443.0,2103.0,1170.0,1162.0,0.0,3443.0,0.0,1751.8333333333333,0.01459861111111111,1313.0,0.7495005232613453,3,1,2
200000.0,2,1,2,26,-2,-2,-2,-2,-2,-2,2364.0,442.0,33442.0,2140.0,964.0,2075.0,442.0,33448.0,2140.0,964.0,2075.0,7511.0,6904.5,0.0345225,7763.333333333333,1.12438747676636,0,0,-2
20000.0,2,1,2,25,-1,-1,-1,-1,-1,-2,2650.0,0.0,855.0,640.0,0.0,0.0,0.0,855.0,640.0,0.0,0.0,2742.0,690.8333333333334,0.03454166666666667,706.1666666666666,1.022195416164053,1,0,-1
100000.0,1,2,1,39,0,0,-2,-2,-2,-2,91300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15216.666666666666,0.15216666666666667,0.0,0.0,2,0,0
80000.0,2,1,2,31,-1,-1,-1,-1,-1,-1,5759.0,8395.0,1768.0,4284.0,7202.0,2014.0,8414.0,1775.0,4284.0,7202.0,2014.0,5218.0,4903.666666666667,0.061295833333333334,4817.833333333333,0.9824960913602065,0,0,-1
70000.0,1,2,2,36,0,0,0,0,0,0,20857.0,22199.0,23834.0,25353.0,27075.0,28092.0,2000.0,2000.0,2000.0,2000.0,3000.0,830.0,24568.333333333332,0.35097619047619044,1971.6666666666667,0.08025235737059902,0,0,0
50000.0,2,2,1,28,1,2,0,0,2,0,5490.0,4471.0,5570.0,6676.0,5235.0,3728.0,0.0,1200.0,1308.0,0.0,500.0,1000.0,5195.0,0.1039,668.0,0.1285851780558229,1,3,2
230000.0,2,1,2,30,-1,-1,-1,-1,-1,-1,754.0,-441.0,4410.0,0.0,711.0,5650.0,0.0,4851.0,0.0,711.0,5650.0,0.0,1847.3333333333333,0.008031884057971015,1868.6666666666667,1.01154817755323,0,0,-1
50000.0,2,2,1,50,0,0,0,0,0,0,48926.0,45156.0,27762.0,19238.0,15585.0,15892.0,2036.0,1243.0,3991.0,712.0,715.0,582.0,28759.833333333332,0.5751966666666667,1546.5,0.053772912453131975,0,0,0
50000.0,1,3,1,45,4,3,2,0,0,0,50419.0,49331.0,48268.0,49075.0,49475.0,48575.0,0.0,0.0,2000.0,1000.0,1000.0,2000.0,49190.5,0.98381,1000.0,0.020329128591902907,4,3,4
30000.0,1,3,2,25,0,0,0,0,0,2,22821.0,23846.0,24864.0,25360.0,26999.0,26414.0,1397.0,1415.0,911.0,2051.0,0.0,1500.0,25050.666666666668,0.8350222222222222,1212.3333333333333,0.04839525228869491,-2,1,2
160000.0,2,1,1,40,-1,-1,-1,-1,0,-1,326.0,326.0,326.0,652.0,326.0,476.0,326.0,326.0,652.0,0.0,476.0,326.0,405.3333333333333,0.002533333333333333,351.0,0.8659539473684211,0,0,0
500000.0,1,1,1,45,0,0,0,0,0,0,3136.0,2345.0,8471.0,7234.0,5828.0,1906.0,2002.0,7505.0,145.0,33.0,1150.0,300.0,4820.0,0.00964,1855.8333333333333,0.38502766251728904,0,0,0
50000.0,1,1,2,32,0,0,0,0,0,0,18741.0,12724.0,13804.0,15331.0,15159.0,10188.0,1724.0,1804.0,2721.0,1159.0,1188.0,733.0,14324.5,0.28649,1554.8333333333333,0.1085436373579066,0,0,0
60000.0,2,1,1,36,0,0,0,2,2,2,4373.0,5428.0,9754.0,7795.0,8258.0,8370.0,1131.0,4457.0,37.0,500.0,300.0,0.0,7329.666666666667,0.12216111111111112,1070.8333333333333,0.14609577516030742,-2,3,2
140000.0,2,1,2,29,0,0,2,0,0,0,135436.0,144922.0,141289.0,137377.0,93261.0,95368.0,13102.0,17.0,5547.0,3242.0,3512.0,3333.0,124608.83333333333,0.8900630952380952,4792.166666666667,0.038457680234012304,0,1,2
120000.0,2,1,2,31,0,0,0,0,0,2,82683.0,83075.0,75735.0,62511.0,62179.0,60981.0,4445.0,4020.0,3000.0,5700.0,0.0,2500.0,71194.0,0.5932833333333334,3277.5,0.04603618282439531,-2,1,2
290000.0,2,2,1,39,1,-2,-2,-2,-2,-2,-70.0,9540.0,390.0,3184.0,390.0,390.0,10000.0,800.0,3184.0,390.0,390.0,6617.0,2304.0,0.007944827586206897,3563.5,1.5466579861111112,3,1,1
80000.0,1,3,1,52,-1,0,0,0,0,0,35861.0,18521.0,19385.0,20561.0,21261.0,21457.0,1500.0,1500.0,1500.0,1028.0,876.0,1449.0,22841.0,0.2855125,1308.8333333333333,0.0573019278198561,-1,0,0
220000.0,1,1,1,49,-1,-1,-1,-1,-1,-1,1410.0,580.0,1386.0,-14.0,6160.0,1307.0,580.0,1386.0,0.0,6174.0,1307.0,1341.0,1804.8333333333333,0.008203787878787878,1798.0,0.9962138701634501,0,0,-1
360000.0,1,1,1,39,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,691.0,7020.0,0.0,0.0,0.0,691.0,7020.0,0.0,1285.1666666666667,0.0035699074074074075,1285.1666666666667,1.0,2,1,1
330000.0,1,2,1,47,-2,-2,-1,0,0,0,19540.0,23240.0,166722.0,215506.0,138371.0,21757.0,25487.0,166744.0,60057.0,560.0,17921.0,201134.0,97522.66666666667,0.29552323232323235,78650.5,0.8064843045035683,-2,0,0
130000.0,1,2,2,29,1,-1,-1,-1,-1,0,-4.0,1198.0,101424.0,-1175.0,111715.0,52337.0,1202.0,101726.0,1228.0,114488.0,2000.0,2007.0,44249.166666666664,0.3403782051282051,37108.5,0.8386259628241587,1,1,1
350000.0,1,1,1,57,-2,-2,-2,-2,-2,-2,1910.0,0.0,1638.0,0.0,0.0,0.0,0.0,1638.0,0.0,0.0,0.0,0.0,591.3333333333334,0.0016895238095238096,273.0,0.4616685456595265,0,0,-2
20000.0,1,3,2,43,1,-1,2,0,0,0,-20.0,780.0,780.0,1560.0,780.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,646.6666666666666,0.03233333333333333,133.33333333333334,0.2061855670103093,1,2,2
130000.0,1,2,2,31,0,0,2,0,-1,-1,48628.0,52379.0,31247.0,40047.0,12450.0,2294.0,5207.0,0.0,9000.0,12450.0,2294.0,0.0,31174.166666666668,0.23980128205128207,4825.166666666667,0.154780935069101,1,1,2
70000.0,2,2,1,49,0,0,0,0,0,0,64049.0,66079.0,67488.0,58246.0,48859.0,46688.0,3700.0,3100.0,2200.0,1600.0,1850.0,1800.0,58568.166666666664,0.8366880952380952,2375.0,0.04055103881801548,0,0,0
60000.0,2,3,1,39,2,0,0,2,0,0,29565.0,31123.0,34134.0,23552.0,24020.0,26615.0,3000.0,3638.0,0.0,1000.0,3000.0,0.0,28168.166666666668,0.46946944444444444,1773.0,0.06294339354708921,2,2,2
80000.0,2,2,2,25,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1
260000.0,2,2,1,60,1,-2,-1,-1,-2,-2,-20.0,-20.0,2000.0,0.0,0.0,0.0,0.0,2020.0,0.0,0.0,0.0,0.0,326.6666666666667,0.0012564102564102564,336.6666666666667,1.030612244897959,3,1,1
210000.0,2,1,2,25,-1,-1,-2,-1,0,0,100.0,0.0,0.0,5933.0,8698.0,11572.0,0.0,0.0,5933.0,3000.0,3000.0,7444.0,4383.833333333333,0.020875396825396825,3229.5,0.7366840284378209,-1,0,0
260000.0,1,1,2,34,-2,-2,-1,-1,-2,-2,916.0,2615.0,1580.0,920.0,730.0,466.0,2615.0,1586.0,920.0,730.0,466.0,1455.0,1204.5,0.004632692307692307,1295.3333333333333,1.0754116507541165,0,0,-1
400000.0,2,2,2,39,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1
60000.0,2,2,1,48,0,0,0,0,0,0,46578.0,39085.0,18628.0,19002.0,19715.0,18900.0,1308.0,1290.0,664.0,1003.0,693.0,759.0,26984.666666666668,0.44974444444444445,952.8333333333334,0.035310176149418185,0,0,0
270000.0,2,3,1,37,1,-1,0,0,0,0,265044.0,60052.0,68660.0,77184.0,85591.0,101945.0,73000.0,10000.0,10000.0,10000.0,20000.0,25000.0,109746.0,0.40646666666666664,24666.666666666668,0.22476141879126954,1,1,1
260000.0,2,1,2,33,-1,-1,-1,-1,-1,6,465.0,460.0,0.0,3600.0,2250.0,1650.0,460.0,0.0,3600.0,2250.0,0.0,0.0,1404.1666666666667,0.005400641025641026,1051.6666666666667,0.7489614243323442,-7,1,6
170000.0,2,2,1,38,0,0,0,0,0,0,146518.0,142954.0,134372.0,84558.0,86538.0,88299.0,7031.0,6026.0,3200.0,3500.0,3200.0,4000.0,113873.16666666667,0.6698421568627452,4492.833333333333,0.03945471496796874,0,0,0
80000.0,2,2,2,29,2,0,0,0,0,0,77416.0,75500.0,69313.0,67972.0,66800.0,68693.0,2661.0,2509.0,2500.0,3000.0,3000.0,3000.0,70949.0,0.8868625,2778.3333333333335,0.039159584114410825,2,1,2
120000.0,1,1,1,41,-1,-1,-2,-1,0,-1,416.0,0.0,0.0,832.0,416.0,416.0,0.0,416.0,1248.0,0.0,416.0,0.0,346.6666666666667,0.002888888888888889,346.6666666666667,1.0,0,0,0
50000.0,1,2,2,32,0,0,0,0,0,0,48536.0,41045.0,41532.0,18646.0,19183.0,19214.0,3030.0,2124.0,646.0,828.0,1097.0,612.0,31359.333333333332,0.6271866666666667,1389.5,0.044308977656837945,0,0,0
